ID,Company / Practice Name,Owner / Doctor Name,Address,Phone,Website,State,Lead Source,Created At
426,Boulder Horizon Dental Group,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1919,https://www.boulderhorizondentalgroup.com,CO,State Directory Hub,2026-08-27 15:30:54
422,Boulder Integrity Dental Studio,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1915,https://www.boulderintegritydentalstudio.com,CO,State Directory Hub,2026-08-27 15:29:06
429,Boulder Lakeside Dentistry,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1922,https://www.boulderlakesidedentistry.com,CO,State Directory Hub,2026-08-27 15:32:16
418,Boulder Mountain View Dentistry,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1911,https://www.bouldermountainviewdentistry.com,CO,State Directory Hub,2026-08-27 15:27:40
416,Boulder Oakwood Dental Practice,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1908,https://www.boulderoakwooddentalpractice.com,CO,State Directory Hub,2026-08-27 15:26:45
424,Boulder Parkway Dental Associates,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1917,https://www.boulderparkwaydentalassociates.com,CO,State Directory Hub,2026-08-27 15:30:00
421,Boulder Pinnacle Dental Care,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1914,https://www.boulderpinnacledentalcare.com,CO,State Directory Hub,2026-08-27 15:28:38
428,Boulder Precision Dental Arts,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1921,https://www.boulderprecisiondentalarts.com,CO,State Directory Hub,2026-08-27 15:31:49
412,Boulder Premier Dental Center,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1904,https://www.boulderpremierdentalcenter.com,CO,State Directory Hub,2026-08-27 15:24:57
427,Boulder Radiant Smiles Practice,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1920,https://www.boulderradiantsmilespractice.com,CO,State Directory Hub,2026-08-27 15:31:21
409,Boulder Smiles Dentistry,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1901,https://www.bouldersmilesdentistry.com,CO,State Directory Hub,2026-08-27 15:23:35
417,Boulder Summit Dental Group,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1910,https://www.bouldersummitdentalgroup.com,CO,State Directory Hub,2026-08-27 15:27:12
415,Boulder Sunlight Dental Studio,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1907,https://www.bouldersunlightdentalstudio.com,CO,State Directory Hub,2026-08-27 15:26:18
433,Boulder True North Dental,Independent / Unknown,"208 Main St, Boulder, CO",(555) 446-1926,https://www.bouldertruenorthdental.com,CO,State Directory Hub,2026-08-27 15:34:04
420,Boulder Valley Smiles,Dr. Jan Yamashiro,"208 Main St, Boulder, CO",(555) 446-1913,https://www.bouldervalleysmiles.com,CO,State Directory Hub,2026-08-27 15:28:11
218,Colorado Springs Advanced Dental Arts,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1102,https://www.coloradospringsadvanceddentalarts.com,CO,State Directory Hub,2026-08-27 13:39:42
195,Colorado Springs Avenue Dental Studio,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1049,https://www.coloradospringsavenuedentalstudio.com,CO,State Directory Hub,2026-08-27 12:38:28
193,Colorado Springs Centennial Dental Group,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1047,https://www.coloradospringscentennialdentalgroup.com,CO,State Directory Hub,2026-08-27 12:37:32
184,Colorado Springs Clearwater Dental Care,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1038,https://www.coloradospringsclearwaterdentalcare.com,CO,State Directory Hub,2026-08-27 12:33:23
190,Colorado Springs Comfort Care Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1044,https://www.coloradospringscomfortcaredentistry.com,CO,State Directory Hub,2026-08-27 12:36:09
221,Colorado Springs Cornerstone Dental,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1105,https://www.coloradospringscornerstonedental.com,CO,State Directory Hub,2026-08-27 13:41:04
189,Colorado Springs Crestview Dental Studio,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1043,https://www.coloradospringscrestviewdentalstudio.com,CO,State Directory Hub,2026-08-27 12:35:41
191,Colorado Springs Evergreen Dental Center,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1045,https://www.coloradospringsevergreendentalcenter.com,CO,State Directory Hub,2026-08-27 12:36:36
216,Colorado Springs Family Dental Care,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1100,https://www.coloradospringsfamilydentalcare.com,CO,State Directory Hub,2026-08-27 13:38:48
219,Colorado Springs Gentle Touch Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1103,https://www.coloradospringsgentletouchdentistry.com,CO,State Directory Hub,2026-08-27 13:40:09
194,Colorado Springs Golden Rule Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1048,https://www.coloradospringsgoldenruledentistry.com,CO,State Directory Hub,2026-08-27 12:38:00
182,Colorado Springs Grand Avenue Dental,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1036,https://www.coloradospringsgrandavenuedental.com,CO,State Directory Hub,2026-08-27 12:32:27
222,Colorado Springs Heritage Dental Group,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1106,https://www.coloradospringsheritagedentalgroup.com,CO,State Directory Hub,2026-08-27 13:41:31
178,Colorado Springs Highland Dental Center,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1032,https://www.coloradospringshighlanddentalcenter.com,CO,State Directory Hub,2026-08-27 12:30:37
185,Colorado Springs Horizon Dental Group,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1039,https://www.coloradospringshorizondentalgroup.com,CO,State Directory Hub,2026-08-27 12:33:50
181,Colorado Springs Integrity Dental Studio,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1035,https://www.coloradospringsintegritydentalstudio.com,CO,State Directory Hub,2026-08-27 12:32:00
188,Colorado Springs Lakeside Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1042,https://www.coloradospringslakesidedentistry.com,CO,State Directory Hub,2026-08-27 12:35:13
177,Colorado Springs Mountain View Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1031,https://www.coloradospringsmountainviewdentistry.com,CO,State Directory Hub,2026-08-27 12:30:09
224,Colorado Springs Oakwood Dental Practice,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1108,https://www.coloradospringsoakwooddentalpractice.com,CO,State Directory Hub,2026-08-27 13:42:25
183,Colorado Springs Parkway Dental Associates,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1037,https://www.coloradospringsparkwaydentalassociates.com,CO,State Directory Hub,2026-08-27 12:32:55
180,Colorado Springs Pinnacle Dental Care,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1034,https://www.coloradospringspinnacledentalcare.com,CO,State Directory Hub,2026-08-27 12:31:32
187,Colorado Springs Precision Dental Arts,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1041,https://www.coloradospringsprecisiondentalarts.com,CO,State Directory Hub,2026-08-27 12:34:45
220,Colorado Springs Premier Dental Center,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1104,https://www.coloradospringspremierdentalcenter.com,CO,State Directory Hub,2026-08-27 13:40:36
186,Colorado Springs Radiant Smiles Practice,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1040,https://www.coloradospringsradiantsmilespractice.com,CO,State Directory Hub,2026-08-27 12:34:18
217,Colorado Springs Smiles Dentistry,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1101,https://www.coloradospringssmilesdentistry.com,CO,State Directory Hub,2026-08-27 13:39:15
176,Colorado Springs Summit Dental Group,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1030,https://www.coloradospringssummitdentalgroup.com,CO,State Directory Hub,2026-08-27 12:29:41
223,Colorado Springs Sunlight Dental Studio,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1107,https://www.coloradospringssunlightdentalstudio.com,CO,State Directory Hub,2026-08-27 13:41:58
192,Colorado Springs True North Dental,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1046,https://www.coloradospringstruenorthdental.com,CO,State Directory Hub,2026-08-27 12:37:04
179,Colorado Springs Valley Smiles,Independent / Unknown,"112 Main St, Colorado Springs, CO",(555) 446-1033,https://www.coloradospringsvalleysmiles.com,CO,State Directory Hub,2026-08-27 12:31:04
149,Denver Advanced Dental Arts,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1002,https://www.denveradvanceddentalarts.com,CO,State Directory Hub,2026-08-27 12:12:56
175,Denver Avenue Dental Studio,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1029,https://www.denveravenuedentalstudio.com,CO,State Directory Hub,2026-08-27 12:25:04
173,Denver Centennial Dental Group,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1027,https://www.denvercentennialdentalgroup.com,CO,State Directory Hub,2026-08-27 12:24:09
164,Denver Clearwater Dental Care,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1018,https://www.denverclearwaterdentalcare.com,CO,State Directory Hub,2026-08-27 12:19:59
170,Denver Comfort Care Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1024,https://www.denvercomfortcaredentistry.com,CO,State Directory Hub,2026-08-27 12:22:46
152,Denver Cornerstone Dental,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1005,https://www.denvercornerstonedental.com,CO,State Directory Hub,2026-08-27 12:14:23
169,Denver Crestview Dental Studio,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1023,https://www.denvercrestviewdentalstudio.com,CO,State Directory Hub,2026-08-27 12:22:18
171,Denver Evergreen Dental Center,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1025,https://www.denverevergreendentalcenter.com,CO,State Directory Hub,2026-08-27 12:23:14
147,Denver Family Dental Care,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1000,https://www.denverfamilydentalcare.com,CO,State Directory Hub,2026-08-27 12:11:58
150,Denver Gentle Touch Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1003,https://www.denvergentletouchdentistry.com,CO,State Directory Hub,2026-08-27 12:13:25
174,Denver Golden Rule Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1028,https://www.denvergoldenruledentistry.com,CO,State Directory Hub,2026-08-27 12:24:37
162,Denver Grand Avenue Dental,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1016,https://www.denvergrandavenuedental.com,CO,State Directory Hub,2026-08-27 12:19:03
153,Denver Heritage Dental Group,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1006,https://www.denverheritagedentalgroup.com,CO,State Directory Hub,2026-08-27 12:14:52
158,Denver Highland Dental Center,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1012,https://www.denverhighlanddentalcenter.com,CO,State Directory Hub,2026-08-27 12:17:12
165,Denver Horizon Dental Group,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1019,https://www.denverhorizondentalgroup.com,CO,State Directory Hub,2026-08-27 12:20:27
161,Denver Integrity Dental Studio,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1015,https://www.denverintegritydentalstudio.com,CO,State Directory Hub,2026-08-27 12:18:35
168,Denver Lakeside Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1022,https://www.denverlakesidedentistry.com,CO,State Directory Hub,2026-08-27 12:21:50
157,Denver Mountain View Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1011,https://www.denvermountainviewdentistry.com,CO,State Directory Hub,2026-08-27 12:16:44
155,Denver Oakwood Dental Practice,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1008,https://www.denveroakwooddentalpractice.com,CO,State Directory Hub,2026-08-27 12:15:48
163,Denver Parkway Dental Associates,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1017,https://www.denverparkwaydentalassociates.com,CO,State Directory Hub,2026-08-27 12:19:31
160,Denver Pinnacle Dental Care,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1014,https://www.denverpinnacledentalcare.com,CO,State Directory Hub,2026-08-27 12:18:07
167,Denver Precision Dental Arts,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1021,https://www.denverprecisiondentalarts.com,CO,State Directory Hub,2026-08-27 12:21:22
151,Denver Premier Dental Center,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1004,https://www.denverpremierdentalcenter.com,CO,State Directory Hub,2026-08-27 12:13:54
166,Denver Radiant Smiles Practice,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1020,https://www.denverradiantsmilespractice.com,CO,State Directory Hub,2026-08-27 12:20:55
148,Denver Smiles Dentistry,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1001,https://www.denversmilesdentistry.com,CO,State Directory Hub,2026-08-27 12:12:27
156,Denver Summit Dental Group,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1010,https://www.denversummitdentalgroup.com,CO,State Directory Hub,2026-08-27 12:16:16
154,Denver Sunlight Dental Studio,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1007,https://www.denversunlightdentalstudio.com,CO,State Directory Hub,2026-08-27 12:15:21
172,Denver True North Dental,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1026,https://www.denvertruenorthdental.com,CO,State Directory Hub,2026-08-27 12:23:41
159,Denver Valley Smiles,Independent / Unknown,"100 Main St, Denver, CO",(555) 446-1013,https://www.denvervalleysmiles.com,CO,State Directory Hub,2026-08-27 12:17:39
236,Fort Collins Advanced Dental Arts,Independent / Unknown,"136 Main St, Fort Collins, CO",(555) 446-1302,https://www.fortcollinsadvanceddentalarts.com,CO,State Directory Hub,2026-08-27 14:05:30
262,Fort Collins Avenue Dental Studio,Independent / Unknown,"136 Main St, Fort Collins, CO",(555) 446-1329,https://www.fortcollinsavenuedentalstudio.com,CO,State Directory Hub,2026-08-27 14:17:22
260,Fort Collins Centennial Dental Group,Independent / Unknown,"136 Main St, Fort Collins, CO",(555) 446-1327,https://www.fortcollinscentennialdentalgroup.com,CO,State Directory Hub,2026-08-27 14:16:28
